region,category,daily_foot_traffic,competitors,vacancy_rate,trend_index,rent_monthly,expected_sales,equity_ratio,experience_level,franchise_scale,rent_to_sales_ratio,closed_within_24m
경기_수원,헬스장,20887,4,5.284638012766183,1,138,810.3,55.33265422472931,0,0,17.031732458162153,1
서울_강남,분식,116163,4,12.380415568025612,2,381,2380.7,68.48946188495819,3,-1,16.003992444793948,0
인천_부평,카페,30561,5,12.71719180367593,2,85,354.0,60.77454040739224,1,0,24.013330892666453,1
부산_해운대,편의점,129778,11,10.83470330507123,2,465,2522.0,43.65196377822558,1,0,18.437863315123447,1
서울_영등포,편의점,108136,7,21.71416463208976,2,297,1317.5,86.80922103580696,0,2,22.543303500726335,1
인천_부평,카페,65800,7,1.0,3,266,1812.4,55.701792896998434,1,2,14.676598112485294,0
서울_강남,카페,172700,6,10.486836614300701,3,267,1140.5,74.45177003240211,2,1,23.409922413726637,0
경기_성남,헬스장,39874,5,15.782330200090545,1,164,823.3,94.99167808410841,2,0,19.918685486042797,0
부산_서면,카페,63764,10,9.481110254989693,-1,230,867.1,55.157015483521384,3,1,26.525142019776567,1
인천_부평,카페,87087,1,2.080104721154738,3,161,779.5,23.45051291894019,2,1,20.654777776416235,1
부산_해운대,편의점,180317,5,8.704714941374371,3,463,2567.6,47.60888649956631,1,0,18.032407605874,1
경기_성남,분식,38257,4,19.538319186293574,3,135,773.9,59.956670935442276,1,0,17.443361650768992,0
서울_마포,치킨,50751,9,1.0,2,288,1418.9,68.54194633583336,1,-1,20.297500452239024,1
서울_강남,편의점,83261,8,8.889683260640748,0,441,2340.6,77.1211844699408,2,1,18.841314340105203,0
서울_강남,한식,72187,8,30.643660977161076,1,482,2283.8,84.89359161473573,2,2,21.104784587059193,1
부산_해운대,분식,161683,6,1.0,3,309,2029.2,55.404007388496126,1,1,15.227379766343624,1
경기_성남,분식,52854,3,6.430990235650017,1,288,1021.4,18.51848080470421,1,1,28.19777885903168,1
서울_영등포,분식,45520,6,22.21247421281077,0,396,1501.8,54.37960705456829,1,0,26.36824714953135,1
대구_동성로,치킨,180107,7,1.0,1,210,1440.5,48.704519916581155,2,1,14.57827993463168,1
서울_강남,편의점,170546,10,6.375726584683132,1,529,2458.0,100.0,0,2,21.521887667255456,0
경기_수원,분식,57158,10,10.071203312059044,0,207,1278.6,67.95610903500942,2,2,16.18960382349169,0
서울_강남,카페,106413,7,16.04715875168186,1,216,1425.5,74.52006865135337,3,2,15.152274659635545,0
부산_서면,카페,53272,3,9.628155428877182,1,165,1034.6,84.47137764837255,1,0,15.94780930371221,0
서울_송파,편의점,109300,3,5.288672084110915,-1,179,926.8,71.43756132356711,2,1,19.314675469328215,0
서울_마포,치킨,46476,3,4.744362864385814,2,194,1092.1,58.12775181433104,2,1,17.763783782882385,0
인천_부평,편의점,28026,7,2.0362003070262835,1,237,833.9,71.97588779123821,1,-1,28.420417375221096,1
인천_부평,치킨,54660,8,15.257915934640955,1,191,762.3,72.48142830238952,2,1,25.05552420874981,1
부산_해운대,한식,194168,6,13.242293566873093,3,582,3582.5,93.99914749152761,3,1,16.245624421193963,0
인천_부평,한식,79049,9,3.085185233556741,1,268,1232.4,78.66464896631268,1,0,21.746723687303746,1
인천_부평,한식,41839,2,11.6829741378715,1,160,812.4,58.366579382960325,1,1,19.69389001513793,1
서울_송파,헬스장,62588,7,19.081949949027926,1,278,1243.9,62.286937826073775,2,2,22.34835928066072,1
경기_수원,한식,44031,8,15.714374091568406,0,102,434.6,26.000805586339574,1,2,23.47248076713302,1
부산_서면,헬스장,53457,5,14.753999428067369,3,255,1182.8,53.959090010202715,3,2,21.558613767859473,0
서울_마포,편의점,90357,7,17.2929650062362,-1,405,2077.8,24.836139854480564,1,2,19.49169504533837,1
경기_수원,편의점,45525,7,2.777857941424422,0,282,1492.0,82.26721011887878,0,2,18.901001235412537,1
인천_부평,편의점,28210,3,12.860656983605178,2,250,1373.3,53.71187976892807,1,1,18.204339615690525,1
경기_수원,편의점,42164,8,17.985988469351586,1,91,617.9,59.630148232139035,1,2,14.728058321275778,0
부산_해운대,헬스장,133185,11,10.025869702934932,2,575,3317.9,45.150315349232315,2,1,17.330312652217078,1
경기_성남,헬스장,81169,4,14.461603843114556,0,254,1498.3,58.662349230857245,0,0,16.952359980424912,1
부산_서면,헬스장,24627,3,31.433628757843532,1,245,989.3,26.90543447180005,3,1,24.765233940788146,1
부산_서면,편의점,34995,7,11.446525066688372,1,87,514.8,74.7698166521268,1,1,16.899373292925826,0
부산_서면,편의점,23327,6,15.742408088287192,3,152,779.4,49.67140712224857,3,2,19.502554918325412,0
서울_송파,헬스장,74314,5,8.762580858189526,1,247,951.8,29.027634022725067,1,0,25.950950699656232,1
대구_동성로,한식,145831,7,1.474534612644213,1,559,1996.6,51.02566862669802,1,1,27.99690918504845,0
인천_부평,헬스장,80931,9,16.168283401294048,0,161,610.1,52.39516888139593,1,1,26.388156042659876,1
경기_수원,헬스장,54057,2,2.117356638209486,-1,247,1015.1,56.785251173762724,3,1,24.331776982006932,1
경기_수원,치킨,53455,9,17.906315125407623,3,97,446.1,73.63381379807609,1,2,21.74591781542578,0
대구_동성로,한식,134729,0,23.909916794690737,2,418,2281.7,81.81447172299669,0,2,18.319964065698674,1
부산_해운대,한식,102954,9,16.47778663557707,3,544,3461.2,60.635631363231816,1,2,15.717099576323998,1
경기_성남,한식,66151,3,16.73369633688765,0,104,675.1,64.65189816455633,1,1,15.404850069154117,0
경기_성남,헬스장,45805,5,6.27381413849147,0,111,604.8,83.90278359666871,2,2,18.352842689356287,1
대구_동성로,카페,162446,13,25.870261365687558,2,453,2777.3,86.98650125891689,0,1,16.310907819470376,1
서울_영등포,카페,109504,10,3.0017303923830783,3,422,2872.3,44.32955631729236,2,2,14.692205502860583,0
부산_해운대,분식,161632,4,13.203806102374864,1,355,1776.8,49.475042869651574,2,0,19.980226571076816,1
경기_수원,카페,51923,10,6.96969426850397,2,281,1257.4,66.28897834703923,3,2,22.348128842492756,0
서울_송파,편의점,53409,4,12.306561149011063,2,357,1600.7,51.67611190229492,2,1,22.30313738221831,1
서울_강남,카페,178959,2,11.41414655893005,3,420,2007.9,64.29880339877866,1,2,20.917874958154584,1
부산_서면,카페,33682,3,1.3737519707379153,1,218,794.7,84.16901016036306,2,0,27.432982638579638,1
경기_성남,분식,76563,11,14.740028064503417,1,147,748.9,55.09398917334939,2,1,19.628368069405948,1
서울_송파,치킨,65954,5,4.404560826367956,1,387,1819.6,50.631323034392665,3,-1,21.26820856951612,1
부산_서면,한식,23358,2,5.489291498413804,3,295,1228.0,20.101094283734298,0,-1,24.021848567346606,1
서울_영등포,치킨,71954,7,14.893095340091039,0,301,1060.7,72.70892056628716,1,1,28.376257742738982,1
서울_영등포,한식,60566,2,2.269121057418907,0,325,1347.5,78.47940917168808,1,1,24.118390809083316,0
경기_성남,분식,26589,5,1.0,1,195,1089.3,35.81931206021629,0,1,17.900978378746636,0
부산_해운대,한식,184778,5,23.274886840409476,1,217,1185.3,64.39568646848922,3,-1,18.308213656639317,1
경기_수원,치킨,80652,2,9.320172592474002,3,260,1105.4,62.97820151692744,2,-1,23.521466456179557,1
부산_해운대,치킨,80956,3,12.748183651261884,1,578,2879.8,91.81006689129677,2,-1,20.07057735848718,0
부산_서면,치킨,59454,6,6.726804616535029,1,131,912.2,38.47005463180716,2,2,14.361602676144972,0
경기_성남,헬스장,63618,6,18.07494400061902,1,287,1214.5,49.627840419394104,0,1,23.63112117797131,1
경기_성남,편의점,62222,7,13.231664062979544,1,151,771.1,68.21524379151768,0,2,19.58122004397635,1
대구_동성로,치킨,92553,5,1.0,0,502,2910.3,46.83503175332304,3,1,17.24901166417153,0
부산_해운대,한식,179430,7,11.098810726779039,2,598,2253.7,74.29219581273236,1,2,26.533569547516596,1
서울_강남,편의점,120225,0,21.17233943976889,1,264,1420.9,52.86522873481944,1,0,18.579623902663286,1
부산_서면,편의점,66799,6,1.0,2,299,1146.7,42.46139098432691,2,-1,26.075267829868288,1
부산_해운대,치킨,189932,2,6.486198048447145,1,512,1869.1,54.73490339472742,2,1,27.39213149506259,1
부산_해운대,분식,80589,6,7.395382309829315,1,589,2955.7,66.11228722502432,1,2,19.927476019248623,1
부산_서면,편의점,23722,1,20.553434912395787,1,122,713.6,46.156955758462196,2,2,17.09744812865546,1
부산_해운대,편의점,185660,5,1.0,1,450,2054.6,56.06955761145233,1,2,21.902332021188453,0
서울_마포,분식,41609,8,16.59992320212911,1,355,2242.7,82.20697959828587,0,0,15.829364374600827,1
인천_부평,편의점,58346,2,3.7354385252104434,1,90,402.5,52.23804185800799,0,2,22.36127553722867,1
경기_성남,카페,45006,1,3.2047339870582867,2,127,447.3,88.24894803182843,0,1,28.393755469247072,0
부산_서면,헬스장,43527,9,8.116884175096242,2,203,869.9,72.71323193501921,3,-1,23.336596807111516,1
경기_수원,헬스장,42927,4,1.0,1,93,453.9,52.503558867563875,1,0,20.487591971804335,1
경기_수원,편의점,43862,4,5.137797415857988,1,108,532.4,52.201525868811096,0,1,20.285644040585645,1
경기_성남,분식,55349,6,7.812386875270308,1,259,1279.3,72.20046339568901,1,1,20.244702159803555,0
대구_동성로,한식,73121,6,7.383528763662799,1,537,2033.7,58.90037713398203,1,0,26.405548198184377,1
서울_송파,카페,50068,4,7.432206338650455,1,338,1915.0,89.95553082484045,2,1,17.650062647272133,0
부산_해운대,분식,185614,4,7.25299311879529,0,306,1717.0,26.614213062520328,1,1,17.821586946486992,1
경기_수원,치킨,41889,6,16.302790118765444,1,185,1085.5,69.02450638637016,1,1,17.0424727228037,1
경기_성남,헬스장,76997,3,15.050355266301402,2,107,461.9,87.41072287993427,1,-1,23.16603275833865,1
경기_성남,카페,79754,8,4.072043237122448,1,106,715.6,84.99237810593334,1,1,14.812601868143352,1
대구_동성로,치킨,92191,10,9.333002569984968,2,475,2866.6,100.0,2,1,16.570307988617376,0
경기_수원,한식,52083,5,9.600366879305719,1,204,1313.6,56.04565315444742,0,2,15.52946652492977,0
경기_성남,헬스장,27189,1,16.11923842066826,2,285,1610.4,29.22488951449494,2,-1,17.696921812135773,1
경기_수원,편의점,81158,7,3.6676993750436377,2,285,1552.7,83.4551369053489,1,0,18.355277221027634,1
대구_동성로,헬스장,76638,3,12.009933478860901,1,243,1470.5,52.4489068718208,0,2,16.52540966720565,1
서울_송파,헬스장,109590,6,14.258854276594583,0,437,2369.0,100.0,1,1,18.446594544737867,0
대구_동성로,카페,102467,5,12.295027985255432,0,542,2021.8,58.19251937763117,1,1,26.807199568633163,1
서울_마포,분식,47493,8,4.453911254571257,2,157,620.0,52.01802292358149,1,1,25.32196551447004,1
대구_동성로,한식,86626,8,20.076120006071953,0,474,1701.6,50.80902117676487,2,2,27.85582238676721,1
서울_영등포,치킨,57241,0,3.1284845087734467,1,389,2411.9,38.8295989991488,2,2,16.12827210399935,0
부산_해운대,헬스장,186490,7,8.74275451549677,1,353,1571.3,91.46120732128328,2,0,22.46558538731073,0
부산_서면,편의점,50771,1,17.074915152102776,1,197,1338.7,74.98087889052078,1,2,14.71557952042802,0
대구_동성로,분식,156133,9,1.7761108413194435,1,253,1555.2,14.875001305035468,3,0,16.268393959330815,1
대구_동성로,치킨,87304,2,4.356472832336689,0,253,939.6,58.73253664736027,1,0,26.926117133687328,1
서울_영등포,분식,61164,6,9.787301573430096,-1,228,1288.0,43.782977317186386,1,1,17.702473510659626,1
부산_해운대,헬스장,112832,12,6.360467358552217,1,409,2183.4,50.158598581027086,0,2,18.732188735763337,1
경기_수원,한식,29121,3,14.735092715463399,0,83,451.0,79.91743953317855,1,1,18.405083617452874,0
서울_마포,한식,111466,6,2.3620967395802834,0,432,2840.7,65.75731796645626,1,2,15.207524061072336,0
경기_수원,카페,72774,5,1.0,1,127,533.7,80.55764188041503,3,1,23.79423651310211,1
부산_해운대,분식,143984,4,13.917039430573269,-1,582,2862.8,43.72939301267528,1,1,20.329418350381236,1
대구_동성로,치킨,137616,7,18.96974784287986,1,428,2807.1,21.37246278413923,2,-1,15.247243946159939,1
서울_마포,편의점,98502,8,21.328669301934845,3,320,2055.6,54.77907616239695,1,1,15.567100465976619,1
서울_영등포,카페,69793,5,15.135516026769071,1,242,859.3,71.24688078468334,1,1,28.161200012859528,1
서울_강남,카페,177449,4,11.018648384377686,2,349,1860.8,47.71754869983368,1,1,18.75502353928977,1
서울_송파,편의점,102217,4,9.049016985282288,1,178,941.8,12.471342873242726,2,0,18.900104399142194,1
경기_수원,편의점,49831,4,11.401677014230353,1,166,731.0,60.165585486668675,0,2,22.70991124755032,1
서울_마포,카페,84439,4,10.923495767403699,3,262,1689.3,50.909045625131114,1,0,15.50969795305791,1
대구_동성로,한식,138472,5,16.844708847803403,0,478,1680.0,17.887061163193508,2,1,28.45228622676746,1
대구_동성로,한식,195659,6,13.551946494833022,2,267,1229.2,32.12337912374154,0,0,21.721313756515904,1
서울_마포,치킨,109806,4,8.717946702626937,1,225,1403.7,52.86653731640258,3,0,16.02951908329842,0
경기_성남,분식,29943,6,9.572972197012316,0,272,1712.8,84.41642597626095,1,1,15.880444647050165,0
서울_영등포,분식,92349,3,6.14567031378509,2,326,1846.8,100.0,1,-1,17.651826856619206,0
서울_송파,한식,48876,0,23.182930371877436,0,195,961.7,32.83339831580474,2,2,20.276580587843547,1
서울_마포,카페,61398,2,18.432721079955932,2,237,1046.1,47.518025753485794,2,1,22.65483639133259,1
인천_부평,분식,34678,4,1.0,2,227,1202.6,23.198445109884943,2,-1,18.875127372160375,1
부산_서면,편의점,25622,5,3.761470499252744,2,196,1063.7,58.76319832078633,1,1,18.426858947146442,0
서울_영등포,카페,91628,8,11.293672117428173,2,275,1742.3,91.17596138995778,3,1,15.783914884649644,0
서울_마포,한식,87975,4,24.082781975098385,2,183,683.7,32.617269253010704,2,0,26.76789176693498,1
인천_부평,헬스장,43283,3,1.0,2,97,344.2,86.73840875129426,2,2,28.180782731079567,1
서울_송파,카페,47987,9,26.125471264733523,2,218,1281.1,30.411115537205518,3,2,17.016256826816548,1
대구_동성로,편의점,184159,7,8.407666180326146,1,390,1666.2,100.0,1,2,23.406712627835017,0
서울_마포,헬스장,72567,6,13.917903306879955,1,209,1303.5,63.75077568827924,2,1,16.034330925104413,0
부산_해운대,카페,172892,5,13.398845067114951,2,329,1987.6,40.11446576622092,1,1,16.552483750251685,1
경기_성남,편의점,59867,4,15.75018100477384,2,290,1852.6,60.912328586430874,2,1,15.65376428249546,0
서울_강남,편의점,171221,1,1.901150674003956,0,299,1555.3,54.15982908973948,1,2,19.224825102041688,0
부산_해운대,편의점,151417,4,13.057204785484375,0,233,1511.4,55.20003564706886,1,-1,15.41627268169831,1
인천_부평,편의점,33386,5,9.089141592170794,0,245,1442.9,52.14914883538053,2,2,16.979992474844842,0
부산_서면,헬스장,64066,8,1.0,3,202,1385.3,80.12609659303048,1,-1,14.58118610713583,0
인천_부평,분식,54980,3,26.06338014083449,2,266,1703.3,48.1385573113554,2,1,15.616534118515691,1
서울_강남,한식,198023,6,8.453404169466676,3,315,1154.5,41.43714723441899,3,1,27.283726662925645,1
부산_서면,편의점,67662,8,4.892347633252113,1,284,1132.4,60.47790193972599,3,1,25.07906647351185,1
대구_동성로,분식,93649,5,17.088461867508503,1,281,1482.9,56.83692311255359,0,2,18.94961368979152,1
서울_강남,분식,197949,1,22.221099352946098,1,288,1799.3,70.20455290339216,2,1,16.005829390512567,1
인천_부평,치킨,51875,4,18.53797524923135,1,164,1059.4,75.92185411997137,1,-1,15.48038579644918,1
경기_수원,카페,86985,6,3.3832313934576606,1,264,1184.0,71.02789099182795,2,2,22.297163297238836,0
서울_강남,카페,70215,8,1.0,1,331,1878.3,63.5695332777078,2,0,17.622209897075667,1
경기_성남,헬스장,25583,5,6.823452603851414,2,113,530.5,98.08867016349481,1,2,21.30217841840065,0
서울_송파,헬스장,42809,4,9.928839954800562,3,345,2118.6,65.92728878509271,1,1,16.284012022069245,0
서울_영등포,치킨,107946,3,19.124555523543314,-1,434,2131.9,73.2940549066622,1,2,20.35754613134261,1
서울_강남,헬스장,135776,4,11.647717823836087,1,568,2817.8,33.48412457291505,1,2,20.157706891285635,1
서울_송파,카페,46080,9,3.1695784482633202,3,180,828.2,78.17919658456262,3,2,21.733455256639978,0
대구_동성로,한식,96081,7,9.353610459057034,2,490,1953.4,34.18422267698815,1,1,25.084612164060548,1
서울_강남,한식,119737,5,11.484653471519227,1,391,1764.0,32.229148923375774,1,0,22.166118116172306,1
인천_부평,치킨,44700,1,20.121052617494215,2,160,921.5,60.32631203371554,1,1,17.36300944439271,1
서울_마포,헬스장,54380,4,9.133897376076147,0,246,1198.7,52.00201875737726,3,1,20.522240633747852,1
인천_부평,편의점,79470,6,7.337149198124077,3,146,979.9,53.38043652772789,3,1,14.899209516074748,0
부산_해운대,카페,118128,9,1.0,1,260,1045.1,84.75307515023997,1,0,24.877022084744404,1
인천_부평,편의점,34271,7,21.261465990140614,1,283,1806.7,76.56459380369246,1,1,15.664180566230582,0
서울_마포,한식,112902,9,2.2499022823828376,-1,162,958.3,52.68988126029468,2,0,16.905701710038322,1
부산_서면,헬스장,35479,5,9.950685101636116,0,176,805.5,55.687808428639556,3,0,21.848960346100547,0
부산_서면,치킨,86900,0,6.868602772598443,0,228,1497.5,41.44871294275083,1,0,15.22499097049796,0
서울_영등포,치킨,94675,9,8.317702337968896,1,196,1196.3,26.602646666525388,3,1,16.383590564134398,1
서울_강남,치킨,108367,0,13.381443514829265,1,380,1745.2,77.31116897514484,2,2,21.77381900045323,0
경기_성남,헬스장,59779,7,7.413284076205482,0,223,1082.9,59.16783084537879,1,1,20.592518317688906,1
서울_영등포,카페,82317,6,3.546353310544574,1,448,1610.1,43.11766765667748,1,1,27.82386655075055,1
서울_강남,한식,91209,5,25.84980689556446,2,243,1417.6,73.64192455199786,1,1,17.14219000457128,1
인천_부평,카페,78446,8,13.23738536846798,2,284,1146.2,73.43062343458107,2,2,24.776971636554126,0
서울_송파,치킨,117355,10,7.553924709481309,2,387,2163.6,44.548625024875186,1,1,17.887189105294134,1
경기_성남,한식,42884,10,2.32249913785457,1,127,812.4,76.46388205385773,0,0,15.632662003079753,1
인천_부평,분식,86708,8,17.81783642870968,2,200,1004.8,63.728323394880924,3,2,19.904905778048,0
부산_해운대,헬스장,185233,7,13.804195226678743,1,368,1361.8,70.94283350120953,2,2,27.02274658718233,1
서울_송파,치킨,108619,3,4.159808481715997,1,230,1197.2,71.66885956996134,0,0,19.21140256967325,1
인천_부평,편의점,86275,4,15.342826453123893,2,89,431.6,83.30247479640269,2,2,20.620948410445646,1
부산_해운대,한식,100935,6,1.0,2,542,1966.6,60.569151623663174,1,1,27.559633311258303,0
인천_부평,헬스장,82514,3,9.781575577426413,3,117,621.6,32.66283273438347,1,1,18.82162861392736,1
대구_동성로,한식,109263,7,7.746052308944834,2,503,2426.0,49.84553773393718,3,1,20.734072695926905,0
대구_동성로,한식,184919,10,4.479697115661589,1,581,3952.7,51.66690424243485,1,1,14.69891465714419,0
경기_성남,치킨,60701,5,16.245748010275378,1,167,820.8,65.43591370264674,3,2,20.346518515543853,1
서울_강남,분식,196759,8,1.0,1,288,1493.9,43.81238357834492,1,2,19.278741081213685,1
부산_서면,치킨,69156,8,1.0,1,233,1510.3,65.99295375674696,1,1,15.426933943848667,1
서울_마포,분식,87588,4,16.608042998630438,-1,407,2487.4,50.75294952413356,1,0,16.362250446991037,1
대구_동성로,분식,166621,7,9.417819024385752,2,377,1850.4,84.23448596941375,1,1,20.373629225625297,1
경기_성남,카페,81465,5,8.27884870974696,1,268,1076.8,54.19925120787255,2,1,24.888907308290495,1
경기_수원,치킨,52152,4,19.178172484618372,3,123,467.8,55.5136205824379,1,2,26.29176028138251,1
부산_서면,편의점,47105,5,1.0,1,189,1199.3,56.820609214602385,2,0,15.75865359728868,0
경기_수원,편의점,66762,3,4.651679528843099,1,200,869.6,38.700023497817,1,2,22.999608733974192,0
부산_서면,한식,39403,5,19.496083700795875,3,177,731.4,82.92060288284131,1,1,24.199590119668038,1
인천_부평,한식,60563,3,3.8227866623742592,2,148,579.2,31.528587156377448,3,2,25.550391368932,1
경기_성남,치킨,42821,11,5.233819668444709,1,230,1211.2,54.363952386265524,1,2,18.98891433817574,1
서울_마포,카페,71099,6,22.501097870128817,1,229,1554.0,65.94111542983819,1,1,14.736070899667075,0
서울_강남,헬스장,173537,3,9.758347401180822,1,441,2187.4,55.003802006315084,2,1,20.160985564834746,1
경기_수원,분식,79342,6,18.02324782493402,1,224,935.1,58.040271065586175,0,0,23.955725673445215,1
부산_해운대,카페,142107,7,8.776257452252867,1,316,2198.9,33.41629733310235,3,1,14.371049029075042,1
서울_송파,분식,103879,5,3.194933212581371,0,342,1244.1,79.64638965510886,0,2,27.489394335285894,1
서울_영등포,분식,59751,0,7.413978173775105,2,315,1225.9,84.6642940787751,2,2,25.695242447946548,1
경기_성남,카페,74144,11,17.68110131280596,3,150,1030.1,28.687039367888076,1,1,14.561965704307275,1
경기_수원,분식,48690,8,21.485102587038735,2,207,1008.7,93.80047690835886,1,-1,20.521514708962066,1
서울_마포,분식,64502,4,15.584906459270366,3,347,1222.0,22.81326456679885,2,2,28.39583377164434,1
인천_부평,치킨,35123,11,6.627638202345674,2,152,1061.6,66.48917208705033,1,1,14.318492802826633,1
경기_성남,카페,85220,0,27.580777178090997,1,237,1280.6,59.188987688355304,2,1,18.507363560298746,0
서울_마포,카페,77661,4,2.083697952540157,1,352,1764.0,58.303606506805146,2,1,19.954803038099133,1
서울_영등포,카페,59156,10,1.0,-1,258,1488.4,60.646604655911496,1,1,17.333902464957816,0
서울_마포,편의점,106214,6,17.248103914918616,2,231,1109.3,58.16587951709748,1,2,20.823995127929614,1
서울_송파,편의점,91588,3,16.163553647149776,1,369,2439.7,69.9217699258513,1,0,15.125063099645908,1
서울_영등포,분식,76931,7,5.7831886450594725,-1,237,1616.3,61.7024411459563,2,1,14.66314113739957,0
서울_강남,한식,146102,10,9.44330912604261,-1,517,2699.9,12.126316965317429,3,0,19.148570177468276,1
경기_성남,치킨,31620,4,7.611777935309924,3,239,897.3,48.669780095370555,2,1,26.63591421428618,1
부산_해운대,카페,173475,2,15.595753510343066,-1,333,1758.9,78.71348912771586,0,2,18.93231603128041,0
서울_송파,편의점,98535,2,3.750192818773443,1,325,2022.2,62.033707908945956,1,1,16.071879397077705,0
서울_송파,카페,43832,6,1.0,2,226,1397.1,41.67716966837313,1,2,16.176363371947204,1
인천_부평,한식,83044,6,3.541851332207302,1,163,831.8,33.80726251782937,1,-1,19.596810322427817,1
인천_부평,편의점,46505,0,6.841857459969923,-1,185,938.4,94.94752719419813,1,2,19.714383707758817,1
서울_영등포,카페,108321,4,1.0,0,348,1588.4,30.113073849971997,3,1,21.908523935884702,1
서울_강남,분식,96183,8,4.538509543435187,2,364,1594.8,77.62324936873392,2,-1,22.824152533992013,0
서울_송파,치킨,70286,5,8.613534517326569,2,319,1662.0,100.0,1,2,19.194231414677137,0
부산_해운대,분식,154627,6,1.0,2,479,2045.1,81.42166161456063,1,2,23.42185394196067,1
경기_수원,한식,56404,7,1.0,2,222,1501.4,55.543686005606354,1,1,14.785859729848033,0
서울_영등포,편의점,111776,6,15.343339056537136,3,352,2433.9,70.2265328832471,0,2,14.462138497833198,0
서울_강남,편의점,97938,8,4.653479100035822,2,358,1990.2,56.71218469854189,0,1,17.987941168322084,0
대구_동성로,치킨,196881,5,5.1397683269281895,3,387,1812.6,29.403341835934597,3,2,21.350147522519922,1
인천_부평,분식,34292,3,16.44418769898271,1,169,665.6,53.56031267081497,1,2,25.39115513216954,1
부산_서면,편의점,36532,6,16.9704685986427,1,145,721.3,70.58612423581147,2,2,20.102308343462205,1
경기_수원,헬스장,67636,5,18.252638794656676,1,279,1510.1,64.00903008680635,1,0,18.47517963513167,1
경기_성남,분식,69990,5,3.242063431991129,1,230,893.1,54.677391973826644,1,2,25.751835101142355,1
대구_동성로,편의점,123463,1,7.1756885800489645,2,289,1735.4,73.44718417767002,2,0,16.653697573586975,0
서울_마포,카페,119732,6,10.174079388114079,1,278,1292.7,43.62471785577958,2,1,21.50538922621639,1
인천_부평,치킨,89206,4,15.29595272439198,2,81,372.6,36.1095412046793,2,0,21.741175885117457,1
인천_부평,분식,79840,6,12.944897417129352,1,103,689.2,48.44158446334579,0,1,14.944895420716634,1
대구_동성로,치킨,182394,3,17.537937012603763,1,392,1928.3,40.8244308762645,1,0,20.328711743253653,1
부산_해운대,카페,81801,1,12.052924756822202,3,360,1472.6,45.14450310942581,3,1,24.44615383994169,0
서울_강남,한식,108967,4,8.06457171089273,0,234,904.7,87.17165739235656,0,0,25.864444428250756,1
서울_영등포,분식,103668,4,8.925419753447624,0,313,1232.0,55.17891499366664,1,0,25.405518302775715,1
부산_해운대,분식,91301,8,9.226250820946227,2,289,1853.5,81.8096944981528,3,2,15.59242973862811,0
서울_송파,한식,41537,9,13.534063072244605,2,392,1987.1,52.1848317387096,1,0,19.726929400448746,1
경기_수원,카페,88681,6,9.196980131127946,2,250,1096.2,57.45074063565231,3,1,22.80537646440493,1
경기_성남,치킨,83644,5,20.14897463841345,0,158,1008.1,31.47755262477648,1,1,15.672722188762911,1
인천_부평,헬스장,46028,5,13.040072531967521,2,185,1294.6,46.273263061303496,2,2,14.290356504650866,0
서울_마포,한식,115652,3,6.453780342069296,0,218,970.3,43.013410283411844,2,1,22.46680284693941,1
인천_부평,치킨,81954,11,10.907787366956931,3,253,1007.5,68.08670955261218,2,2,25.112571205660934,1
경기_수원,치킨,70281,3,11.169749021981579,1,123,754.6,60.76788016477302,1,0,16.300008402008288,1
서울_송파,분식,82498,8,12.53779799095507,1,175,851.6,40.453248815625585,3,0,20.55061503196774,1
서울_영등포,헬스장,93803,8,7.270940633445723,1,427,1752.7,25.469579762731392,2,2,24.362621165262553,1
서울_송파,한식,49490,6,10.982053874762078,2,410,2059.6,31.64311856579619,2,2,19.906342511141627,1
경기_수원,편의점,24886,6,1.0,1,214,1219.4,68.29188701081232,2,1,17.549689144780878,1
서울_강남,편의점,183430,1,9.585609979139782,2,552,2625.1,59.85752775583327,1,1,21.027846225266618,0
서울_마포,헬스장,105641,6,21.06379288425859,2,365,1381.8,73.56918306023677,1,0,26.413943848675668,1
경기_성남,헬스장,70713,6,14.053112754561056,3,246,1254.1,33.596195283350156,1,-1,19.61637820920006,1
대구_동성로,분식,143953,5,7.735435462914546,3,250,1188.9,58.38240854217747,2,2,21.02764114790281,1
대구_동성로,한식,173883,7,9.85876343809111,-1,332,1641.5,60.433841110525684,0,1,20.225007785184125,1
경기_성남,한식,29718,3,5.279599324996521,1,137,676.6,45.12227869348832,1,-1,20.247237093078756,1
서울_송파,치킨,90390,5,17.44760412359644,3,315,1819.2,66.22992137376892,3,1,17.314829168040646,1
서울_강남,분식,107146,3,10.446972155197559,-1,561,2121.9,37.23237222888504,2,1,26.43863040640275,1
서울_송파,한식,45057,7,10.310850489504496,0,397,2696.8,65.47714560798251,1,2,14.720891305610476,1
경기_수원,편의점,59131,2,10.263384266915132,3,267,1556.8,54.5299803640007,2,-1,17.15026091652692,0
서울_영등포,분식,76901,6,23.977951530821958,2,297,1544.0,68.13454938922229,1,2,19.23625445162633,1
대구_동성로,카페,187106,3,4.463827458138042,2,490,2149.2,60.68016192456294,2,2,22.798797869631812,0
경기_수원,헬스장,55031,9,13.836314818041798,1,257,1166.6,62.290873488867085,0,1,22.030629863542448,1
부산_해운대,치킨,198588,6,18.289773912220262,1,387,2220.3,48.20044618494775,1,2,17.43008582540542,1
서울_강남,치킨,149622,3,11.746837327186539,1,203,824.8,80.58826201910652,0,1,24.61228860335324,0
